id,idade,renda,nota,cidade_Belo Horizonte,cidade_Desconhecido,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,categoria_A,categoria_B,feedback_Bom,feedback_Desconhecido,feedback_Regular,feedback_Ruim
373,28.0,7319.23,6.1,False,False,True,False,False,False,True,False,False,True,False
374,58.0,8754.97,3.4,False,False,True,False,False,False,True,False,False,True,False
375,62.0,9518.02,7.5,False,False,False,False,True,False,True,False,False,False,True
376,35.0,8350.39,8.8,True,False,False,False,False,True,False,True,False,False,False
377,42.0,9844.27,2.2,False,False,False,False,True,False,True,True,False,False,False
378,21.0,9199.61,9.3,False,False,False,False,True,False,True,True,False,False,False
379,42.0,5423.45,2.4,False,False,False,True,False,True,False,False,False,False,True
380,39.0,3088.63,6.1,False,False,False,True,False,True,False,False,False,True,False
381,32.0,10409.92,6.4,False,False,False,False,True,False,True,False,False,False,True
382,27.0,12482.53,0.3,True,False,False,False,False,False,True,False,False,False,True
383,18.0,8494.52,1.2,True,False,False,False,False,False,True,True,False,False,False
384,38.0,9213.38,3.0,False,False,True,False,False,True,False,False,False,False,True
385,27.0,11282.69,9.0,False,False,True,False,False,False,True,True,False,False,False
386,43.0,3315.92,9.6,True,False,False,False,False,True,False,False,False,True,False
387,61.0,2510.22,8.2,False,False,False,False,True,True,False,False,False,False,True
388,31.0,7200.74,1.8,False,False,True,False,False,True,False,False,False,True,False
389,64.0,3576.43,4.8,True,False,False,False,False,True,False,False,False,False,True
390,63.0,9300.9,0.5,False,False,True,False,False,True,False,True,False,False,False
391,46.0,12824.78,9.3,False,False,False,True,False,True,False,False,False,False,True
392,44.0,10991.23,3.8,False,False,True,False,False,False,True,False,False,True,False
393,40.0,7222.95,6.1,False,False,False,True,False,True,False,True,False,False,False
394,25.0,1477.76,7.0,False,False,True,False,False,False,True,False,False,False,True
395,33.0,8808.43,3.0,False,False,False,True,False,False,True,False,False,True,False
396,44.0,3388.52,5.7,False,False,False,False,True,False,True,False,False,True,False
397,43.0,3112.1,4.3,False,False,True,False,False,True,False,False,False,True,False
398,46.0,4060.16,8.7,False,False,True,False,False,True,False,False,False,False,True
399,58.0,8227.77,2.6,False,False,False,True,False,True,False,False,False,True,False
400,70.0,2529.23,6.9,False,False,True,False,False,False,True,False,False,False,True
401,58.0,10297.1,9.5,False,False,False,False,True,False,True,False,False,True,False
402,25.0,12039.32,7.8,True,False,False,False,False,False,True,False,False,True,False
403,47.0,6657.47,8.7,False,False,True,False,False,False,True,False,False,True,False
404,47.0,7515.85,4.3,False,False,True,False,False,False,True,True,False,False,False
405,43.0,6200.95,1.2,True,False,False,False,False,True,False,False,False,False,True
406,26.0,12513.05,1.7,False,False,True,False,False,True,False,False,False,False,True
407,28.0,4732.83,3.8,True,False,False,False,False,False,True,False,False,True,False
408,43.0,2772.86,2.6,False,False,False,True,False,False,True,True,False,False,False
409,36.0,3071.67,1.5,False,False,False,True,False,False,True,False,False,True,False
410,70.0,10509.6,3.2,False,False,False,False,True,False,True,False,False,False,True
411,21.0,9683.03,8.9,False,False,True,False,False,False,True,False,False,True,False
412,42.0,8059.18,7.0,False,False,True,False,False,False,True,False,False,True,False
413,65.0,6009.8,6.5,True,False,False,False,False,False,True,True,False,False,False
414,58.0,10546.95,4.9,True,False,False,False,False,False,True,True,False,False,False
415,21.0,8476.1,6.0,False,False,False,True,False,False,True,True,False,False,False
416,42.0,9692.96,9.7,False,False,False,False,True,True,False,False,False,True,False
417,43.0,12819.11,5.9,False,False,False,True,False,False,True,True,False,False,False
418,59.0,2117.74,6.0,True,False,False,False,False,False,True,False,False,True,False
419,43.0,7180.07,7.7,False,False,True,False,False,True,False,False,False,True,False
420,23.0,8696.31,9.2,False,False,False,False,True,True,False,False,False,False,True
421,18.0,6633.79,1.2,False,False,False,False,True,True,False,True,False,False,False
422,48.0,10662.33,9.5,True,False,False,False,False,False,True,False,False,False,True
423,33.0,8232.78,4.1,False,False,False,False,True,True,False,True,False,False,False
424,37.0,11687.32,8.2,False,False,False,True,False,True,False,True,False,False,False
425,24.0,10415.82,2.9,False,False,True,False,False,True,False,True,False,False,False
426,27.0,12635.97,3.4,True,False,False,False,False,True,False,True,False,False,False
427,51.0,2510.5,4.7,True,False,False,False,False,False,True,False,False,False,True
428,56.0,11764.84,9.3,False,False,False,False,True,True,False,False,False,True,False
429,54.0,7376.25,2.9,False,False,False,False,True,False,True,False,False,False,True
430,18.0,4171.33,7.4,False,False,False,False,True,True,False,False,False,False,True
431,70.0,2805.19,9.9,False,False,False,True,False,True,False,False,False,False,True
432,46.0,5337.01,8.5,False,True,False,False,False,True,False,True,False,False,False
433,68.0,7295.37,4.2,False,False,True,False,False,False,True,False,False,False,True
434,22.0,11056.69,0.1,True,False,False,False,False,False,True,False,False,True,False
435,38.0,9869.06,5.3,False,False,False,False,True,False,True,False,False,True,False
436,55.0,8290.44,0.1,False,False,False,False,True,False,True,False,False,False,True
437,29.0,7838.84,4.7,False,False,False,False,True,True,False,False,False,True,False
438,27.0,4185.13,9.6,False,False,True,False,False,False,True,False,False,False,True
439,67.0,9559.05,5.3,False,False,False,True,False,False,True,False,False,False,True
440,21.0,7200.74,7.7,False,False,False,True,False,True,False,True,False,False,False
441,37.0,12093.93,9.2,True,False,False,False,False,True,False,False,False,False,True
442,35.0,4162.7,0.3,False,False,False,True,False,True,False,False,False,False,True
443,42.0,10623.56,1.5,False,False,False,True,False,True,False,False,False,False,True
444,28.0,11991.97,6.2,False,False,False,False,True,True,False,False,False,True,False
445,60.0,3294.18,6.9,False,False,True,False,False,False,True,False,False,True,False
446,40.0,9738.94,4.8,False,False,False,False,True,False,True,True,False,False,False
447,69.0,5569.32,1.6,True,False,False,False,False,False,True,False,False,True,False
448,37.0,10046.5,9.0,False,False,False,True,False,True,False,False,False,True,False
449,61.0,11499.73,9.7,True,False,False,False,False,False,True,False,False,True,False
450,70.0,4091.95,1.5,True,False,False,False,False,True,False,False,False,False,True
451,28.0,9368.13,5.2,False,False,False,True,False,True,False,False,False,False,True
452,61.0,7561.95,6.6,False,False,False,False,True,False,True,False,False,True,False
453,37.0,1671.45,8.2,False,False,True,False,False,False,True,True,False,False,False
454,70.0,8760.51,9.8,False,False,True,False,False,False,True,False,False,True,False
455,68.0,4416.92,2.2,False,False,False,False,True,True,False,False,False,False,True
456,47.0,10342.89,7.2,True,False,False,False,False,True,False,False,False,True,False
457,61.0,10426.29,9.3,False,False,False,False,True,True,False,False,False,False,True
458,35.0,1872.0,2.9,True,False,False,False,False,False,True,False,False,True,False
459,43.0,12193.01,1.2,False,False,False,False,True,True,False,False,False,True,False
460,43.0,11549.27,7.3,False,False,False,False,True,False,True,False,False,True,False
461,18.0,8105.03,5.0,False,False,False,False,True,True,False,False,False,True,False
462,35.0,7704.8,6.5,True,False,False,False,False,True,False,False,False,False,True
463,62.0,5926.55,4.2,False,False,False,True,False,False,True,False,False,False,True
464,43.0,8023.78,9.6,False,False,False,True,False,True,False,True,False,False,False
465,41.0,7350.03,1.4,False,False,True,False,False,True,False,True,False,False,False
466,50.0,1899.7,4.8,False,False,True,False,False,False,True,True,False,False,False
467,33.0,5232.01,3.1,False,False,False,False,True,True,False,False,False,False,True
468,29.0,3911.19,4.8,True,False,False,False,False,True,False,False,False,False,True
469,49.0,11294.34,7.0,True,False,False,False,False,False,True,True,False,False,False
470,46.0,12884.43,1.8,False,False,True,False,False,True,False,False,False,True,False
471,54.0,3812.46,3.1,False,False,False,False,True,False,True,False,False,True,False
472,56.0,3076.86,7.2,False,False,True,False,False,True,False,True,False,False,False
473,70.0,12343.34,4.5,False,False,False,False,True,True,False,False,False,False,True
474,27.0,2185.7,0.4,True,False,False,False,False,False,True,False,False,True,False
475,63.0,4892.72,4.1,False,False,False,True,False,False,True,True,False,False,False
476,37.0,10124.23,7.0,False,False,False,False,True,True,False,False,False,False,True
477,33.0,8446.89,8.9,False,False,False,False,True,True,False,True,False,False,False
478,46.0,8518.41,5.7,False,False,False,True,False,False,False,True,False,False,False
479,38.0,10142.41,6.1,False,False,False,False,True,False,True,True,False,False,False
480,58.0,5935.28,3.0,True,False,False,False,False,False,True,True,False,False,False
481,28.0,2180.6,5.7,False,False,False,True,False,False,True,True,False,False,False
482,39.0,1917.41,8.7,True,False,False,False,False,False,True,False,False,True,False
483,16.0,11047.21,9.4,False,False,False,False,True,True,False,False,False,False,True
484,35.0,12064.03,2.6,False,False,True,False,False,False,True,True,False,False,False
485,28.0,1343.82,2.0,True,False,False,False,False,True,False,False,False,True,False
486,45.0,3740.54,3.2,False,False,False,True,False,False,True,False,False,False,True
487,20.0,8520.44,5.9,False,False,False,True,False,True,False,False,False,False,True
488,57.0,11049.43,3.4,False,False,False,False,True,True,False,False,False,False,True
489,50.0,7200.74,5.4,False,False,True,False,False,False,True,False,False,True,False
490,57.0,10020.63,1.1,False,False,False,True,False,False,True,False,False,True,False
491,16.0,8576.32,5.8,False,False,False,False,True,False,True,False,False,False,True
492,51.0,2540.96,5.4,False,False,True,False,False,True,False,True,False,False,False
493,26.0,3378.8,3.5,False,False,False,False,True,False,True,False,False,False,True
494,34.0,5630.0,6.4,False,False,True,False,False,True,False,True,False,False,False
495,47.0,4538.2,1.4,False,False,False,True,False,False,True,False,False,False,True
496,51.0,3357.14,3.4,False,False,False,False,True,False,True,False,False,False,True
497,18.0,12965.12,0.8,False,False,True,False,False,False,True,False,False,False,True
498,16.0,2191.65,4.2,False,False,False,False,True,False,True,False,False,True,False
499,65.0,11506.48,7.9,True,False,False,False,False,False,True,True,False,False,False
500,38.0,10277.77,6.8,False,False,False,False,True,True,False,False,False,False,True
501,48.0,10715.17,3.9,True,False,False,False,False,False,True,False,False,False,True
502,56.0,6810.2,3.7,False,False,False,False,True,True,False,True,False,False,False
503,31.0,7200.74,2.0,False,False,False,True,False,False,True,True,False,False,False
504,51.0,3804.3,7.4,True,False,False,False,False,False,True,False,False,True,False
505,21.0,5839.79,9.4,True,False,False,False,False,True,False,False,False,True,False
506,25.0,4165.48,9.3,True,False,False,False,False,False,True,True,False,False,False
507,67.0,2272.87,0.9,False,True,False,False,False,False,True,True,False,False,False
508,49.0,4541.63,6.4,False,False,False,False,True,False,True,False,False,False,True
509,25.0,10784.82,5.5,False,False,False,True,False,True,False,False,False,True,False
510,40.0,10440.12,2.7,True,False,False,False,False,True,False,False,False,False,True
511,51.0,7367.34,9.9,False,False,False,True,False,True,False,False,False,False,True
512,58.0,8525.04,6.4,False,False,True,False,False,False,True,True,False,False,False
513,19.0,8590.3,3.6,True,False,False,False,False,True,False,False,False,False,True
514,17.0,6136.88,6.6,False,False,False,True,False,True,False,False,False,True,False
515,69.0,7136.46,8.5,False,False,False,True,False,True,False,True,False,False,False
516,62.0,3012.38,7.6,True,False,False,False,False,False,True,True,False,False,False
517,59.0,8808.61,0.6,True,False,False,False,False,False,True,True,False,False,False
518,23.0,8908.83,8.0,False,False,False,True,False,False,False,False,False,True,False
519,18.0,1535.15,1.8,True,False,False,False,False,False,True,False,False,False,True
520,15.0,941.44,14.5,False,False,False,True,False,True,False,False,False,False,True
521,39.0,7593.82,2.3,False,False,True,False,False,False,True,False,False,False,True
522,22.0,7200.74,3.0,False,False,False,True,False,False,True,False,False,True,False
523,28.0,2229.78,7.7,True,False,False,False,False,True,False,True,False,False,False
524,20.0,12245.22,10.0,False,False,False,True,False,True,False,False,False,False,True
525,35.0,5059.92,9.4,False,False,False,True,False,True,False,False,False,False,True
526,41.0,4879.87,3.8,False,False,True,False,False,True,False,False,False,False,True
527,66.0,3430.33,2.1,False,False,False,True,False,True,False,True,False,False,False
528,50.0,11808.63,2.3,False,False,False,True,False,False,True,False,False,False,True
529,40.0,11981.91,3.2,False,False,True,False,False,False,True,True,False,False,False
530,27.0,11229.19,8.5,False,False,True,False,False,False,True,True,False,False,False
531,54.0,12908.17,6.0,False,False,False,True,False,False,True,True,False,False,False
532,41.0,3480.84,0.4,False,False,False,True,False,False,True,True,False,False,False
533,57.0,6701.29,7.1,False,False,False,True,False,True,False,True,False,False,False
534,16.0,9353.35,3.3,False,False,False,False,True,True,False,True,False,False,False
535,66.0,7200.74,4.7,True,False,False,False,False,False,True,False,False,True,False
536,63.0,11149.61,6.1,True,False,False,False,False,True,False,True,False,False,False
537,46.0,3160.91,4.1,False,False,False,True,False,False,True,True,False,False,False
538,43.0,8807.78,0.9,False,False,False,True,False,False,True,True,False,False,False
539,41.0,8662.39,7.8,False,False,False,True,False,True,False,False,False,False,True
540,43.0,12857.7,9.6,True,False,False,False,False,True,False,False,False,True,False
541,47.0,3614.08,1.1,False,False,False,True,False,True,False,False,False,False,True
542,64.0,10653.15,3.3,False,False,False,False,True,True,False,False,False,False,True
543,29.0,9441.94,3.7,True,False,False,False,False,False,True,False,False,True,False
544,30.0,4050.44,1.9,True,False,False,False,False,True,False,False,False,False,True
545,36.0,3004.07,8.1,False,False,True,False,False,True,False,True,False,False,False
546,68.0,7184.66,2.4,True,False,False,False,False,False,True,False,False,True,False
547,18.0,7586.55,8.0,False,False,True,False,False,True,False,False,False,False,True
548,43.0,5340.11,7.5,False,False,True,False,False,False,True,False,False,False,True
549,44.0,6072.88,8.8,False,False,True,False,False,True,False,False,False,False,True
550,32.0,5924.5,4.2,False,False,True,False,False,False,True,True,False,False,False
551,52.0,11796.54,1.2,True,False,False,False,False,False,True,False,False,False,True
552,41.0,3361.13,1.0,True,False,False,False,False,False,True,False,False,True,False
553,65.0,5000.83,1.7,False,False,False,True,False,False,True,False,False,True,False
554,67.0,11172.82,3.7,False,False,False,False,True,False,True,False,False,True,False
555,43.0,10051.59,7.3,False,False,False,False,True,True,False,False,False,False,True
556,17.0,11515.46,0.5,False,False,False,True,False,True,False,False,False,False,True
557,20.0,12039.72,2.5,False,False,True,False,False,True,False,True,False,False,False
558,26.0,11034.14,9.5,False,False,False,False,True,True,False,True,False,False,False
559,26.0,4952.12,5.1,True,False,False,False,False,True,False,False,False,False,True
560,66.0,9411.14,6.0,False,False,True,False,False,False,True,False,False,False,True
561,54.0,8992.21,9.9,False,False,True,False,False,True,False,True,False,False,False
562,62.0,12197.56,6.9,False,False,True,False,False,True,False,True,False,False,False
563,37.0,3832.0,1.0,False,False,True,False,False,True,False,False,False,True,False
564,37.0,1835.22,8.7,False,False,False,False,True,False,True,False,False,False,True
565,68.0,1560.22,7.0,False,False,False,False,True,False,True,True,False,False,False
566,31.0,4245.37,5.8,False,False,False,False,True,True,False,False,False,False,True
567,45.0,11547.74,4.6,False,False,True,False,False,False,True,False,False,True,False
568,25.0,12123.95,5.2,False,False,False,False,True,False,True,True,False,False,False
569,63.0,9535.92,6.4,False,False,False,True,False,True,False,True,False,False,False
570,24.0,4073.07,9.3,False,False,True,False,False,False,True,False,False,False,True
571,53.0,6049.31,6.6,False,False,False,True,False,True,False,True,False,False,False
572,55.0,11970.11,8.8,False,False,True,False,False,False,True,False,False,False,True
573,55.0,6263.77,2.7,False,False,False,True,False,False,True,False,False,True,False
574,23.0,3705.48,1.5,False,False,False,True,False,False,True,False,False,False,True
575,35.0,11425.9,3.7,True,False,False,False,False,False,True,False,False,True,False
576,63.0,2285.17,2.3,False,False,False,False,True,True,False,False,False,True,False
577,26.0,6286.49,4.0,False,False,True,False,False,True,False,False,False,False,True
578,17.0,1965.89,4.3,False,False,False,False,True,False,True,True,False,False,False
579,46.0,4512.31,0.1,False,False,False,False,True,False,True,False,False,False,True
580,43.0,2383.33,2.5,False,False,False,True,False,True,False,False,False,False,True
581,20.0,1699.49,7.3,False,False,True,False,False,False,True,False,False,False,True
582,30.0,1386.48,3.4,False,False,True,False,False,False,True,True,False,False,False
583,65.0,3828.62,5.3,True,False,False,False,False,True,False,False,False,False,True
584,55.0,2413.89,3.7,False,False,False,False,True,True,False,False,False,False,True
585,34.0,11924.13,9.9,False,False,False,True,False,True,False,True,False,False,False
586,48.0,4830.34,3.9,False,False,False,True,False,False,True,True,False,False,False
587,41.0,11963.66,3.2,True,False,False,False,False,False,True,False,False,False,True
588,43.0,7683.75,1.8,False,False,True,False,False,True,False,True,False,False,False
589,21.0,7695.19,3.4,True,False,False,False,False,False,True,False,False,False,True
590,50.0,10908.48,7.6,False,True,False,False,False,False,True,True,False,False,False
591,59.0,8944.03,2.7,False,False,False,True,False,True,False,False,False,False,True
592,28.0,11232.04,7.0,False,False,True,False,False,True,False,True,False,False,False
593,31.0,3620.87,9.7,False,False,True,False,False,False,True,False,False,True,False
594,56.0,5350.23,5.4,True,False,False,False,False,False,True,True,False,False,False
595,27.0,8499.45,4.4,False,False,False,False,True,True,False,True,False,False,False
596,30.0,1541.43,0.5,False,False,False,True,False,True,False,True,False,False,False
597,28.0,8633.44,3.7,False,False,False,True,False,True,False,False,False,True,False
598,69.0,2090.33,3.6,False,False,False,True,False,False,True,True,False,False,False
599,43.0,5127.95,1.8,False,False,True,False,False,False,True,False,False,False,True
600,45.0,4503.09,4.3,False,False,False,True,False,True,False,True,False,False,False
601,58.0,4449.45,4.8,False,False,False,True,False,False,False,False,False,False,True
602,22.0,5057.4,5.0,False,False,False,True,False,True,False,False,False,False,True
603,43.0,9918.99,7.0,False,False,True,False,False,False,True,False,False,False,True
604,27.0,12956.61,2.6,False,False,False,True,False,False,True,False,False,True,False
605,70.0,8917.23,5.4,False,False,True,False,False,True,False,False,False,True,False
606,62.0,5691.23,5.7,True,False,False,False,False,False,True,False,False,True,False
607,17.0,11576.54,2.2,True,False,False,False,False,True,False,False,False,True,False
608,40.0,10571.17,0.4,False,False,False,False,True,False,True,False,False,False,True
609,44.0,9730.94,8.4,False,False,True,False,False,True,False,False,False,True,False
610,36.0,12575.76,3.1,False,False,False,False,True,False,True,False,False,False,True
611,34.0,3445.1,2.2,False,False,True,False,False,False,True,True,False,False,False
612,30.0,2759.06,6.2,False,False,True,False,False,True,False,False,True,False,False
613,57.0,8513.18,3.4,False,False,False,False,True,False,True,False,False,True,False
614,40.0,10929.03,3.8,False,False,False,True,False,True,False,True,False,False,False
615,70.0,12211.64,3.5,False,False,True,False,False,True,False,False,False,True,False
616,19.0,8648.31,8.1,False,False,False,False,True,False,True,False,False,False,True
617,50.0,4559.61,2.6,False,False,False,True,False,False,True,False,False,False,True
618,35.0,12685.74,4.8,True,False,False,False,False,True,False,False,False,True,False
619,65.0,5226.34,0.1,True,False,False,False,False,False,True,True,False,False,False
620,97.0,547.96,12.7,False,False,False,True,False,False,True,False,False,True,False
621,48.0,12770.04,8.8,False,False,False,False,True,False,True,False,False,False,True
622,49.0,10840.04,7.9,True,False,False,False,False,False,True,False,False,False,True
623,30.0,1441.44,0.3,False,False,False,False,True,False,True,False,False,False,True
624,65.0,11389.46,0.2,False,False,False,True,False,False,True,False,False,False,True
625,18.0,5691.61,2.5,True,False,False,False,False,False,True,False,False,True,False
626,26.0,4968.97,6.1,False,False,True,False,False,True,False,False,False,True,False
627,54.0,10998.12,8.7,False,False,False,False,True,False,True,False,False,False,True
628,44.0,10220.82,4.5,False,False,False,False,True,False,True,False,False,False,True
629,32.0,7440.5,5.1,False,False,False,False,True,True,False,False,False,False,True
630,42.0,9483.35,8.1,False,False,True,False,False,False,True,False,False,False,True
631,35.0,3675.76,10.0,False,False,False,True,False,True,False,False,False,True,False
632,63.0,5450.94,5.4,False,False,False,True,False,False,True,False,False,True,False
633,52.0,10283.19,1.7,False,False,True,False,False,True,False,True,False,False,False
634,47.0,2291.01,6.1,False,False,False,True,False,False,True,False,False,False,True
635,60.0,2336.52,5.9,True,False,False,False,False,False,True,False,False,True,False
636,18.0,12916.11,7.3,False,False,False,False,True,True,False,False,True,False,False
637,67.0,11157.98,8.1,True,False,False,False,False,True,False,True,False,False,False
638,59.0,3491.86,9.9,True,False,False,False,False,False,True,False,False,False,True
639,32.0,4315.05,2.9,False,False,False,False,True,False,True,True,False,False,False
640,58.0,3176.88,4.2,False,False,True,False,False,False,True,False,False,True,False
641,16.0,8300.97,1.6,False,False,True,False,False,True,False,False,False,False,True
642,46.0,6363.88,7.8,False,False,True,False,False,False,True,False,False,True,False
643,31.0,5451.18,1.5,False,False,False,True,False,True,False,False,False,False,True
644,44.0,3262.19,1.6,False,False,False,True,False,True,False,False,False,False,True
645,52.0,5049.0,3.2,True,False,False,False,False,False,True,False,False,True,False
646,48.0,11725.52,3.6,False,False,False,False,True,False,True,False,False,True,False
647,44.0,8152.82,5.8,False,False,False,True,False,True,False,False,False,True,False
648,49.0,6975.08,0.5,False,False,False,False,True,True,False,True,False,False,False
649,36.0,9915.39,4.2,True,False,False,False,False,True,False,False,False,False,True
650,37.0,8790.88,6.1,False,False,False,True,False,False,True,True,False,False,False
651,37.0,11182.53,0.1,False,False,False,True,False,True,False,False,False,False,True
652,26.0,4646.03,9.6,False,False,True,False,False,False,True,False,False,False,True
653,33.0,9456.22,7.6,False,False,True,False,False,False,True,True,False,False,False
654,18.0,3751.95,4.7,False,False,False,True,False,False,True,False,False,True,False
655,63.0,6965.23,1.6,False,False,True,False,False,True,False,False,False,True,False
656,16.0,2200.93,3.4,False,False,False,False,True,False,True,True,False,False,False
657,18.0,8117.67,0.6,False,False,True,False,False,True,False,True,False,False,False
658,50.0,8531.36,5.3,False,False,False,True,False,False,True,False,False,False,True
659,68.0,10189.77,8.6,True,False,False,False,False,False,True,False,False,False,True
660,58.0,6511.1,4.8,False,False,False,False,True,True,False,False,False,False,True
661,38.0,8866.97,6.5,False,False,False,True,False,False,True,True,False,False,False
662,25.0,7387.25,2.5,False,False,False,True,False,False,True,True,False,False,False
663,48.0,11410.31,0.7,True,False,False,False,False,True,False,False,False,False,True
664,58.0,3797.64,2.4,False,False,False,False,True,False,True,True,False,False,False
665,68.0,11603.21,6.1,False,False,False,True,False,False,True,False,False,True,False
666,39.0,8913.63,9.5,False,False,False,True,False,True,False,False,False,True,False
667,65.0,6806.4,5.0,False,False,True,False,False,False,True,True,False,False,False
668,17.0,5950.1,4.6,False,False,True,False,False,False,True,True,False,False,False
669,19.0,8185.29,1.7,False,False,False,True,False,True,False,False,False,True,False
670,50.0,8777.14,8.4,False,False,True,False,False,True,False,False,False,False,True
671,26.0,7239.03,3.7,False,False,False,True,False,True,False,True,False,False,False
672,22.0,5720.96,1.4,False,False,True,False,False,True,False,True,False,False,False
673,43.0,5207.15,0.5,False,False,False,False,True,False,False,False,False,True,False
674,59.0,7565.15,8.5,False,False,False,True,False,False,True,True,False,False,False
675,49.0,11569.99,4.1,True,False,False,False,False,False,True,False,False,True,False
676,57.0,5420.44,9.0,False,False,False,False,True,False,True,True,False,False,False
677,26.0,3401.66,6.4,False,False,True,False,False,False,True,True,False,False,False
678,55.0,11526.07,4.4,True,False,False,False,False,False,True,False,False,False,True
679,29.0,1912.06,6.3,False,False,True,False,False,True,False,False,False,False,True
680,17.0,4953.63,2.9,False,False,True,False,False,False,True,False,False,False,True
681,37.0,5201.47,2.2,False,False,True,False,False,False,True,True,False,False,False
682,36.0,4427.27,0.2,False,False,True,False,False,False,True,False,False,False,True
683,30.0,5853.77,3.4,True,False,False,False,False,False,True,False,False,False,True
684,17.0,5698.85,7.1,False,False,True,False,False,True,False,False,False,False,True
685,46.0,1807.54,7.0,False,False,False,False,True,False,True,True,False,False,False
686,57.0,2445.08,9.0,False,False,True,False,False,True,False,False,False,True,False
687,39.0,8144.93,4.4,False,False,False,False,True,False,True,True,False,False,False
688,27.0,10774.64,1.6,False,False,True,False,False,False,True,False,False,True,False
689,37.0,12772.33,1.9,False,False,True,False,False,True,False,False,False,False,True
690,27.0,11811.54,9.1,False,False,True,False,False,False,True,False,False,False,True
691,23.0,12032.38,7.2,False,False,False,False,True,True,False,True,False,False,False
692,61.0,11012.23,2.2,False,False,False,False,True,True,False,False,False,True,False
693,40.0,2645.36,0.1,False,False,False,True,False,True,False,False,False,True,False
694,34.0,3059.3,4.9,False,False,True,False,False,True,False,False,False,False,True
695,25.0,9695.68,5.2,False,False,False,False,True,True,False,True,False,False,False
696,61.0,12812.16,0.2,False,False,False,False,True,True,False,True,False,False,False
697,28.0,5817.18,5.0,False,False,True,False,False,True,False,False,False,True,False
698,24.0,2931.12,3.0,False,False,False,False,True,False,True,True,False,False,False
699,29.0,7984.82,9.8,False,False,False,False,True,True,False,False,False,True,False
700,57.0,7200.74,0.8,False,False,True,False,False,False,True,True,False,False,False
701,56.0,6043.16,9.0,False,False,True,False,False,False,True,True,False,False,False
702,59.0,4476.32,6.5,False,False,False,False,True,False,True,False,False,False,True
703,61.0,3951.98,8.6,True,False,False,False,False,True,False,True,False,False,False
704,56.0,6731.37,0.4,False,False,False,False,True,True,False,False,False,False,True
705,16.0,1819.52,6.2,False,False,False,True,False,True,False,True,False,False,False
706,15.0,32370.75,11.6,False,False,True,False,False,True,False,True,False,False,False
707,36.0,2533.8,7.8,False,False,False,False,True,False,True,False,False,False,True
708,40.0,3771.0,1.8,False,False,False,False,True,True,False,False,False,False,True
709,18.0,6178.92,2.0,False,False,True,False,False,True,False,False,False,True,False
710,33.0,10178.83,4.8,False,False,False,True,False,False,True,True,False,False,False
711,31.0,8193.17,8.8,False,False,True,False,False,False,True,True,False,False,False
712,31.0,1749.84,1.1,True,False,False,False,False,True,False,True,False,False,False
713,33.0,10097.13,0.1,False,False,False,True,False,True,False,False,False,True,False
714,29.0,8247.6,6.2,True,False,False,False,False,True,False,False,False,True,False
715,51.0,7562.48,9.8,False,False,False,True,False,True,False,True,False,False,False
716,40.0,7037.9,5.7,True,False,False,False,False,True,False,False,False,True,False
717,54.0,1796.14,0.8,False,False,True,False,False,True,False,True,False,False,False
718,67.0,4429.56,7.9,False,False,True,False,False,False,True,True,False,False,False
719,32.0,12902.94,0.5,True,False,False,False,False,False,True,False,False,True,False
720,50.0,4516.18,5.8,False,False,True,False,False,True,False,True,False,False,False
721,18.0,2107.43,4.7,False,False,False,True,False,True,False,False,False,True,False
722,62.0,1768.55,8.2,False,False,False,False,True,True,False,True,False,False,False
723,46.0,3696.5,8.5,False,False,True,False,False,True,False,True,False,False,False
724,43.0,8958.25,2.9,False,False,False,True,False,False,True,False,False,False,True
725,20.0,1901.89,7.0,False,False,True,False,False,False,True,True,False,False,False
726,35.0,3577.48,1.2,False,False,False,False,True,False,True,False,False,True,False
727,36.0,5337.82,7.2,False,False,False,False,True,True,False,False,False,True,False
728,63.0,12442.16,1.2,False,False,False,False,True,False,True,False,False,True,False
729,32.0,2990.31,2.2,False,False,True,False,False,True,False,False,False,False,True
730,41.0,6996.14,8.0,True,False,False,False,False,False,True,False,False,False,True
731,62.0,12713.56,3.4,False,False,False,False,True,True,False,False,False,True,False
732,34.0,6726.8,6.4,False,False,False,False,True,True,False,True,False,False,False
733,25.0,10896.9,0.2,False,False,False,False,True,False,True,False,False,True,False
734,35.0,8600.91,9.7,False,False,False,False,True,True,False,False,False,False,True
735,35.0,9508.15,4.9,False,False,False,False,True,True,False,True,False,False,False
736,66.0,6818.19,2.5,False,False,False,True,False,True,False,False,False,False,True
737,49.0,6742.83,5.0,False,False,False,False,True,True,False,False,False,False,True
738,40.0,12203.6,5.8,False,False,False,False,True,False,True,True,False,False,False
739,31.0,1958.96,5.1,False,False,False,True,False,False,True,False,False,True,False
740,16.0,12996.61,4.0,False,False,True,False,False,True,False,False,False,True,False
741,20.0,1858.34,3.1,False,False,False,True,False,True,False,False,False,False,True
742,60.0,10574.09,3.7,False,False,True,False,False,True,False,True,False,False,False
743,52.0,11016.52,9.5,False,False,True,False,False,False,True,True,False,False,False
744,63.0,7330.14,5.8,False,False,False,True,False,True,False,False,False,True,False
745,34.0,9612.89,0.8,False,False,True,False,False,True,False,True,False,False,False
746,19.0,7606.61,9.8,True,False,False,False,False,True,False,False,False,False,True
747,17.0,3282.45,3.0,False,False,False,True,False,True,False,False,False,True,False
